Title,Sanskrit,English-Sanskrit,Synonyms,Translation
12.9,अथ चित्तं समाधातुं न शक्न‍ोषि मयि स्थिरम् ।\nअभ्यासयोगेन ततो मामिच्छाप्‍तुं धनञ्जय ॥ ९ ॥,atha cittaṁ samādhātuṁ\nna śaknoṣi mayi sthiram\nabhyāsa-yogena tato\nmām icchāptuṁ dhanañ-jaya\n\n,"atha — if, therefore; cittam — mind; samādhātum — to fix; na — not; śaknoṣi — you are able; mayi — upon Me; sthiram — steadily; abhyāsa-yogena — by the practice of devotional service; tataḥ — then; mām — Me; icchā — desire; āptum — to get; dhanam-jaya — O winner of wealth, Arjuna.","My dear Arjuna, O winner of wealth, if you cannot fix your mind upon Me without deviation, then follow the regulative principles of bhakti-yoga. In this way develop a desire to attain Me."
12.10,अभ्यासेऽप्यसमर्थोऽसि मत्कर्मपरमो भव ।\nमदर्थमपि कर्माणि कुर्वन्सिद्धिमवाप्स्यसि ॥ १० ॥,abhyāse ’py asamartho ’si\nmat-karma-paramo bhava\nmad-artham api karmāṇi\nkurvan siddhim avāpsyasi\n\n,abhyāse — in practice; api — even if; asamarthaḥ — unable; asi — you are; mat-karma — My work; paramaḥ — dedicated to; bhava — become; mat-artham — for My sake; api — even; karmāṇi — work; kurvan — performing; siddhim — perfection; avāpsyasi — you will achieve.,"If you cannot practice the regulations of bhakti-yoga, then just try to work for Me, because by working for Me you will come to the perfect stage."
12.11,अथैतदप्यशक्तोऽसि कर्तुं मद्योगमाश्रित: ।\nसर्वकर्मफलत्यागं तत: कुरु यतात्मवान् ॥ ११ ॥,athaitad apy aśakto ’si\nkartuṁ mad-yogam āśritaḥ\nsarva-karma-phala-tyāgaṁ\ntataḥ kuru yatātmavān\n\n,atha — even though; etat — this; api — also; aśaktaḥ — unable; asi — you are; kartum — to perform; mat — unto Me; yogam — in devotional service; āśritaḥ — taking refuge; sarva-karma — of all activities; phala — of the results; tyāgam — renunciation; tataḥ — then; kuru — do; yata-ātma-vān — self-situated.,"If, however, you are unable to work in this consciousness of Me, then try to act giving up all results of your work and try to be self-situated."
12.12,श्रेयो हि ज्ञानमभ्यासाज्ज्ञानाद्ध्यानं विशिष्यते ।\nध्यानात्कर्मफलत्यागस्त्यागाच्छान्तिरनन्तरम् ॥ १२ ॥,śreyo hi jñānam abhyāsāj\njñānād dhyānaṁ viśiṣyate\ndhyānāt karma-phala-tyāgas\ntyāgāc chāntir anantaram\n\n,śreyaḥ — better; hi — certainly; jñānam — knowledge; abhyāsāt — than practice; jñānāt — than knowledge; dhyānam — meditation; viśiṣyate — is considered better; dhyānāt — than meditation; karma-phala-tyāgaḥ — renunciation of the results of fruitive action; tyāgāt — by such renunciation; śāntiḥ — peace; anantaram — thereafter.,"If you cannot take to this practice, then engage yourself in the cultivation of knowledge. Better than knowledge, however, is meditation, and better than meditation is renunciation of the fruits of action, for by such renunciation one can attain peace of mind."
12.13-14,अद्वेष्टा सर्वभूतानां मैत्र: करुण एव च ।\nनिर्ममो निरहङ्कार: समदु:खसुख: क्षमी ॥ १३ ॥\nसन्तुष्ट: सततं योगी यतात्मा दृढनिश्चय: ।\nमय्यर्पितमनोबुद्धिर्यो मद्भ‍क्त: स मे प्रिय: ॥ १४ ॥,adveṣṭā sarva-bhūtānāṁ\nmaitraḥ karuṇa eva ca\nnirmamo nirahaṅkāraḥ\nsama-duḥkha-sukhaḥ kṣamī\n\nsantuṣṭaḥ satataṁ yogī\nyatātmā dṛḍha-niścayaḥ\nmayy arpita-mano-buddhir\nyo mad-bhaktaḥ sa me priyaḥ\n\n,adveṣṭā — nonenvious; sarva-bhūtānām — toward all living entities; maitraḥ — friendly; karuṇaḥ — kindly; eva — certainly; ca — also; nirmamaḥ — with no sense of proprietorship; nirahaṅkāraḥ — without false ego; sama — equal; duḥkha — in distress; sukhaḥ — and happiness; kṣamī — forgiving; santuṣṭaḥ — satisfied; satatam — always; yogī — one engaged in devotion; yata-ātmā — self-controlled; dṛḍha-niścayaḥ — with determination; mayi — upon Me; arpita — engaged; manaḥ — mind; buddhiḥ — and intelligence; yaḥ — one who; mat-bhaktaḥ — My devotee; saḥ — he; me — to Me; priyaḥ — dear.,"One who is not envious but is a kind friend to all living entities, who does not think himself a proprietor and is free from false ego, who is equal in both happiness and distress, who is tolerant, always satisfied, self-controlled, and engaged in devotional service with determination, his mind and intelligence fixed on Me – such a devotee of Mine is very dear to Me."
12.15,यस्मान्नोद्विजते लोको लोकान्नोद्विजते च य: ।\nहर्षामर्षभयोद्वेगैर्मुक्तो य: स च मे प्रिय: ॥ १५ ॥,yasmān nodvijate loko\nlokān nodvijate ca yaḥ\nharṣāmarṣa-bhayodvegair\nmukto yaḥ sa ca me priyaḥ\n\n,yasmāt — from whom; na — never; udvijate — are agitated; lokaḥ — people; lokāt — from people; na — never; udvijate — is disturbed; ca — also; yaḥ — anyone who; harṣa — from happiness; amarṣa — distress; bhaya — fear; udvegaiḥ — and anxiety; muktaḥ — freed; yaḥ — who; saḥ — anyone; ca — also; me — to Me; priyaḥ — very dear.,"He by whom no one is put into difficulty and who is not disturbed by anyone, who is equipoised in happiness and distress, fear and anxiety, is very dear to Me."
12.16,अनपेक्ष: श‍ुचिर्दक्ष उदासीनो गतव्यथ: ।\nसर्वारम्भपरित्यागी यो मद्भ‍क्त: स मे प्रिय: ॥ १६ ॥,anapekṣaḥ śucir dakṣa\nudāsīno gata-vyathaḥ\nsarvārambha-parityāgī\nyo mad-bhaktaḥ sa me priyaḥ\n\n,anapekṣaḥ — neutral; śuciḥ — pure; dakṣaḥ — expert; udāsīnaḥ — free from care; gata-vyathaḥ — freed from all distress; sarva-ārambha — of all endeavors; parityāgī — renouncer; yaḥ — anyone who; mat-bhaktaḥ — My devotee; saḥ — he; me — to Me; priyaḥ — very dear.,"My devotee who is not dependent on the ordinary course of activities, who is pure, expert, without cares, free from all pains, and not striving for some result, is very dear to Me."
12.17,यो न हृष्यति न द्वेष्टि न शोचति न काङ्‍क्षति ।\nश‍ुभाश‍ुभपरित्यागी भक्तिमान्य: स मे प्रिय: ॥ १७ ॥,yo na hṛṣyati na dveṣṭi\nna śocati na kāṅkṣati\nśubhāśubha-parityāgī\nbhaktimān yaḥ sa me priyaḥ\n\n,yaḥ — one who; na — never; hṛṣyati — takes pleasure; na — never; dveṣṭi — grieves; na — never; śocati — laments; na — never; kāṅkṣati — desires; śubha — of the auspicious; aśubha — and the inauspicious; parityāgī — renouncer; bhakti-mān — devotee; yaḥ — one who; saḥ — he is; me — to Me; priyaḥ — dear.,"One who neither rejoices nor grieves, who neither laments nor desires, and who renounces both auspicious and inauspicious things – such a devotee is very dear to Me."
12.18-19,सम: शत्रौ च मित्रे च तथा मानापमानयो: ।\nशीतोष्णसुखदु:खेषु सम: सङ्गविवर्जित: ॥ १८ ॥\nतुल्यनिन्दास्तुतिर्मौनी सन्तुष्टो येन केनचित् ।\nअनिकेत: स्थिरमतिर्भक्तिमान्मे प्रियो नर: ॥ १९ ॥,samaḥ śatrau ca mitre ca\ntathā mānāpamānayoḥ\nśītoṣṇa-sukha-duḥkheṣu\nsamaḥ saṅga-vivarjitaḥ\n\ntulya-nindā-stutir maunī\nsantuṣṭo yena kenacit\naniketaḥ sthira-matir\nbhaktimān me priyo naraḥ\n\n,samaḥ — equal; śatrau — to an enemy; ca — also; mitre — to a friend; ca — also; tathā — so; māna — in honor; apamānayoḥ — and dishonor; śīta — in cold; uṣṇa — heat; sukha — happiness; duḥkheṣu — and distress; samaḥ — equipoised; saṅga-vivarjitaḥ — free from all association; tulya — equal; nindā — in defamation; stutiḥ — and repute; maunī — silent; santuṣṭaḥ — satisfied; yena kenacit — with anything; aniketaḥ — having no residence; sthira — fixed; matiḥ — determination; bhakti-mān — engaged in devotion; me — to Me; priyaḥ — dear; naraḥ — a man.,"One who is equal to friends and enemies, who is equipoised in honor and dishonor, heat and cold, happiness and distress, fame and infamy, who is always free from contaminating association, always silent and satisfied with anything, who doesn’t care for any residence, who is fixed in knowledge and who is engaged in devotional service – such a person is very dear to Me."
12.20,ये तु धर्मामृतमिदं यथोक्तं पर्युपासते ।\nश्रद्दधाना मत्परमा भक्तास्तेऽतीव मे प्रिया: ॥ २० ॥,ye tu dharmāmṛtam idaṁ\nyathoktaṁ paryupāsate\nśraddadhānā mat-paramā\nbhaktās te ’tīva me priyāḥ\n\n,"ye — those who; tu — but; dharma — of religion; amṛtam — nectar; idam — this; yathā — as; uktam — said; paryupāsate — completely engage; śraddadhānāḥ — with faith; mat-paramāḥ — taking Me, the Supreme Lord, as everything; bhaktāḥ — devotees; te — they; atīva — very, very; me — to Me; priyāḥ — dear.","Those who follow this imperishable path of devotional service and who completely engage themselves with faith, making Me the supreme goal, are very, very dear to Me."
13.1-2,अर्जुन उवाच\nप्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च ।\nएतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव ॥ १ ॥\nश्रीभगवानुवाच\nइदं शरीरं कौन्तेय क्षेत्रमित्यभिधीयते ।\nएतद्यो वेत्ति तं प्राहु: क्षेत्रज्ञ इति तद्विद: ॥ २ ॥,arjuna uvāca\nprakṛtiṁ puruṣaṁ caiva\nkṣetraṁ kṣetra-jñam eva ca\netad veditum icchāmi\njñānaṁ jñeyaṁ ca keśava\n\nśrī-bhagavān uvāca\nidaṁ śarīraṁ kaunteya\nkṣetram ity abhidhīyate\netad yo vetti taṁ prāhuḥ\nkṣetra-jña iti tad-vidaḥ\n\n,arjunaḥ uvāca — Arjuna said; prakṛtim — nature; puruṣam — the enjoyer; ca — also; eva — certainly; kṣetram — the field; kṣetra-jñam — the knower of the field; eva — certainly; ca — also; etat — all this; veditum — to understand; icchāmi — I wish; jñānam — knowledge; jñeyam — the object of knowledge; ca — also; keśava — O Kṛṣṇa; śrī-bhagavān uvāca — the Personality of Godhead said; idam — this; śarīram — body; kaunteya — O son of Kuntī; kṣetram — the field; iti — thus; abhidhīyate — is called; etat — this; yaḥ — one who; vetti — knows; tam — he; prāhuḥ — is called; kṣetra-jñaḥ — the knower of the field; iti — thus; tat-vidaḥ — by those who know this.,"Arjuna said: O my dear Kṛṣṇa, I wish to know about prakṛti [nature], puruṣa [the enjoyer], and the field and the knower of the field, and of knowledge and the object of knowledge. The Supreme Personality of Godhead said: This body, O son of Kuntī, is called the field, and one who knows this body is called the knower of the field."
13.3,क्षेत्रज्ञं चापि मां विद्धि सर्वक्षेत्रेषु भारत ।\nक्षेत्रक्षेत्रज्ञयोर्ज्ञानं यत्तज्ज्ञानं मतं मम ॥ ३ ॥,kṣetra-jñaṁ cāpi māṁ viddhi\nsarva-kṣetreṣu bhārata\nkṣetra-kṣetrajñayor jñānaṁ\nyat taj jñānaṁ mataṁ mama\n\nkṣetrāṇi hi śarīrāṇi\nbījaṁ cāpi śubhāśubhe\ntāni vetti sa yogātmā\ntataḥ kṣetra-jña ucyate\n\n,kṣetra-jñam — the knower of the field; ca — also; api — certainly; mām — Me; viddhi — know; sarva — all; kṣetreṣu — in bodily fields; bhārata — O son of Bharata; kṣetra — the field of activities (the body); kṣetra-jñayoḥ — and the knower of the field; jñānam — knowledge of; yat — that which; tat — that; jñānam — knowledge; matam — opinion; mama — My.,"O scion of Bharata, you should understand that I am also the knower in all bodies, and to understand this body and its knower is called knowledge. That is My opinion."
13.4,तत्क्षेत्रं यच्च‍ यादृक्‍च यद्विकारि यतश्च यत् ।\nस च यो यत्प्रभावश्च तत्समासेन मे श‍ृणु ॥ ४ ॥,tat kṣetraṁ yac ca yādṛk ca\nyad-vikāri yataś ca yat\nsa ca yo yat-prabhāvaś ca\ntat samāsena me śṛṇu\n\n,tat — that; kṣetram — field of activities; yat — what; ca — also; yādṛk — as it is; ca — also; yat — having what; vikāri — changes; yataḥ — from which; ca — also; yat — what; saḥ — he; ca — also; yaḥ — who; yat — having what; prabhāvaḥ — influence; ca — also; tat — that; samāsena — in summary; me — from Me; śṛṇu — understand.,"Now please hear My brief description of this field of activity and how it is constituted, what its changes are, whence it is produced, who that knower of the field of activities is, and what his influences are."
13.5,ऋषिभिर्बहुधा गीतं छन्दोभिर्विविधै: पृथक् ।\nब्रह्मसूत्रपदैश्चैव हेतुमद्भ‍िर्विनिश्चितै: ॥ ५ ॥,ṛṣibhir bahudhā gītaṁ\nchandobhir vividhaiḥ pṛthak\nbrahma-sūtra-padaiś caiva\nhetumadbhir viniścitaiḥ\n\n,ṛṣibhiḥ — by the wise sages; bahudhā — in many ways; gītam — described; chandobhiḥ — by Vedic hymns; vividhaiḥ — various; pṛthak — variously; brahma-sūtra — of the Vedānta; padaiḥ — by the aphorisms; ca — also; eva — certainly; hetu-madbhiḥ — with cause and effect; viniścitaiḥ — certain.,That knowledge of the field of activities and of the knower of activities is described by various sages in various Vedic writings. It is especially presented in Vedānta-sūtra with all reasoning as to cause and effect.
13.6-7,महाभूतान्यहङ्कारो बुद्धिरव्यक्तमेव च ।\nइन्द्रियाणि दशैकं च पञ्च चेन्द्रियगोचरा: ॥ ६ ॥\nइच्छा द्वेष: सुखं दु:खं सङ्घातश्चेतना धृति: ।\nएतत्क्षेत्रं समासेन सविकारमुदाहृतम् ॥ ७ ॥,mahā-bhūtāny ahaṅkāro\nbuddhir avyaktam eva ca\nindriyāṇi daśaikaṁ ca\npañca cendriya-gocarāḥ\n\nicchā dveṣaḥ sukhaṁ duḥkhaṁ\nsaṅghātaś cetanā dhṛtiḥ\netat kṣetraṁ samāsena\nsa-vikāram udāhṛtam\n\n,mahā-bhūtāni — the great elements; ahaṅkāraḥ — false ego; buddhiḥ — intelligence; avyaktam — the unmanifested; eva — certainly; ca — also; indriyāṇi — the senses; daśa-ekam — eleven; ca — also; pañca — five; ca — also; indriya-go-carāḥ — the objects of the senses; icchā — desire; dveṣaḥ — hatred; sukham — happiness; duḥkham — distress; saṅghātaḥ — the aggregate; cetanā — living symptoms; dhṛtiḥ — conviction; etat — all this; kṣetram — the field of activities; samāsena — in summary; sa-vikāram — with interactions; udāhṛtam — exemplified.,"The five great elements, false ego, intelligence, the unmanifested, the ten senses and the mind, the five sense objects, desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions – all these are considered, in summary, to be the field of activities and its interactions."
13.8-12,अमानित्वमदम्भित्वमहिंसा क्षान्तिरार्जवम् ।\nआचार्योपासनं शौचं स्थैर्यमात्मविनिग्रह: ॥ ८ ॥\nइन्द्रियार्थेषु वैराग्यमनहङ्कार एव च ।\nजन्ममृत्युजराव्याधिदु:खदोषानुदर्शनम् ॥ ९ ॥\nअसक्तिरनभिष्वङ्ग: पुत्रदारगृहादिषु ।\nनित्यं च समचित्तत्वमिष्टानिष्टोपपत्तिषु ॥ १० ॥\nमयि चानन्ययोगेन भक्तिरव्यभिचारिणी ।\nविविक्तदेशसेवित्वमरतिर्जनसंसदि ॥ ११ ॥\nअध्यात्मज्ञाननित्यत्वं तत्त्वज्ञानार्थदर्शनम् ।\nएतज्ज्ञानमिति प्रोक्तमज्ञानं यदतोऽन्यथा ॥ १२ ॥,amānitvam adambhitvam\nahiṁsā kṣāntir ārjavam\nācāryopāsanaṁ śaucaṁ\nsthairyam ātma-vinigrahaḥ\n\nindriyārtheṣu vairāgyam\nanahaṅkāra eva ca\njanma-mṛtyu-jarā-vyādhi-\nduḥkha-doṣānudarśanam\n\nasaktir anabhiṣvaṅgaḥ\nputra-dāra-gṛhādiṣu\nnityaṁ ca sama-cittatvam\niṣṭāniṣṭopapattiṣu\n\nmayi cānanya-yogena\nbhaktir avyabhicāriṇī\nvivikta-deśa-sevitvam\naratir jana-saṁsadi\n\nadhyātma-jñāna-nityatvaṁ\ntattva-jñānārtha-darśanam\netaj jñānam iti proktam\najñānaṁ yad ato ’nyathā\n\n,"amānitvam — humility; adambhitvam — pridelessness; ahiṁsā — nonviolence; kṣāntiḥ — tolerance; ārjavam — simplicity; ācārya-upāsanam — approaching a bona fide spiritual master; śaucam — cleanliness; sthairyam — steadfastness; ātma-vinigrahaḥ — self-control; indriya-artheṣu — in the matter of the senses; vairāgyam — renunciation; anahaṅkāraḥ — being without false egoism; eva — certainly; ca — also; janma — of birth; mṛtyu — death; jarā — old age; vyādhi — and disease; duḥkha — of the distress; doṣa — the fault; anudarśanam — observing; asaktiḥ — being without attachment; anabhiṣvaṅgaḥ — being without association; putra — for son; dāra — wife; gṛha-ādiṣu — home, etc.; nityam — constant; ca — also; sama-cittatvam — equilibrium; iṣṭa — the desirable; aniṣṭa — and undesirable; upapattiṣu — having obtained; mayi — unto Me; ca — also; ananya-yogena — by unalloyed devotional service; bhaktiḥ — devotion; avyabhicāriṇī — without any break; vivikta — to solitary; deśa — places; sevitvam — aspiring; aratiḥ — being without attachment; jana-saṁsadi — to people in general; adhyātma — pertaining to the self; jñāna — in knowledge; nityatvam — constancy; tattva-jñāna — of knowledge of the truth; artha — for the object; darśanam — philosophy; etat — all this; jñānam — knowledge; iti — thus; proktam — declared; ajñānam — ignorance; yat — that which; ataḥ — from this; anyathā — other.","Humility; pridelessness; nonviolence; tolerance; simplicity; approaching a bona fide spiritual master; cleanliness; steadiness; self-control; renunciation of the objects of sense gratification; absence of false ego; the perception of the evil of birth, death, old age and disease; detachment; freedom from entanglement with children, wife, home and the rest; even-mindedness amid pleasant and unpleasant events; constant and unalloyed devotion to Me; aspiring to live in a solitary place; detachment from the general mass of people; accepting the importance of self-realization; and philosophical search for the Absolute Truth – all these I declare to be knowledge, and besides this whatever there may be is ignorance."
13.13,ज्ञेयं यत्तत्प्रवक्ष्यामि यज्ज्ञात्वामृतमश्न‍ुते ।\nअनादिमत्परं ब्रह्म न सत्तन्नासदुच्यते ॥ १३ ॥,jñeyaṁ yat tat pravakṣyāmi\nyaj jñātvāmṛtam aśnute\nanādi mat-paraṁ brahma\nna sat tan nāsad ucyate\n\n,jñeyam — the knowable; yat — which; tat — that; pravakṣyāmi — I shall now explain; yat — which; jñātvā — knowing; amṛtam — nectar; aśnute — one tastes; anādi — beginningless; mat-param — subordinate to Me; brahma — spirit; na — neither; sat — cause; tat — that; na — nor; asat — effect; ucyate — is said to be.,"I shall now explain the knowable, knowing which you will taste the eternal. Brahman, the spirit, beginningless and subordinate to Me, lies beyond the cause and effect of this material world."
13.14,सर्वत: पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम् ।\nसर्वत:श्रुतिमल्ल‍ोके सर्वमावृत्य तिष्ठति ॥ १४ ॥,sarvataḥ pāṇi-pādaṁ tat\nsarvato ’kṣi-śiro-mukham\nsarvataḥ śrutimal loke\nsarvam āvṛtya tiṣṭhati\n\n,sarvataḥ — everywhere; pāṇi — hands; pādam — legs; tat — that; sarvataḥ — everywhere; akṣi — eyes; śiraḥ — heads; mukham — faces; sarvataḥ — everywhere; śruti-mat — having ears; loke — in the world; sarvam — everything; āvṛtya — covering; tiṣṭhati — exists.,"Everywhere are His hands and legs, His eyes, heads and faces, and He has ears everywhere. In this way the Supersoul exists, pervading everything."
13.15,सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम् ।\nअसक्तं सर्वभृच्च‍ैव निर्गुणं गुणभोक्तृ च ॥ १५ ॥,sarvendriya-guṇābhāsaṁ\nsarvendriya-vivarjitam\nasaktaṁ sarva-bhṛc caiva\nnirguṇaṁ guṇa-bhoktṛ ca\n\n,sarva — of all; indriya — senses; guṇa — of the qualities; ābhāsam — the original source; sarva — all; indriya — senses; vivarjitam — being without; asaktam — without attachment; sarva-bhṛt — the maintainer of everyone; ca — also; eva — certainly; nirguṇam — without material qualities; guṇa-bhoktṛ — master of the guṇas; ca — also.,"The Supersoul is the original source of all senses, yet He is without senses. He is unattached, although He is the maintainer of all living beings. He transcends the modes of nature, and at the same time He is the master of all the modes of material nature."
13.16,बहिरन्तश्च भूतानामचरं चरमेव च ।\nसूक्ष्मत्वात्तदविज्ञेयं दूरस्थं चान्तिके च तत् ॥ १६ ॥,bahir antaś ca bhūtānām\nacaraṁ caram eva ca\nsūkṣmatvāt tad avijñeyaṁ\ndūra-sthaṁ cāntike ca tat\n\n,bahiḥ — outside; antaḥ — inside; ca — also; bhūtānām — of all living entities; acaram — not moving; caram — moving; eva — also; ca — and; sūkṣmatvāt — on account of being subtle; tat — that; avijñeyam — unknowable; dūra-stham — far away; ca — also; antike — near; ca — and; tat — that.,"The Supreme Truth exists outside and inside of all living beings, the moving and the nonmoving. Because He is subtle, He is beyond the power of the material senses to see or to know. Although far, far away, He is also near to all."
13.17,अविभक्तं च भूतेषु विभक्तमिव च स्थितम् ।\nभूतभर्तृ च तज्ज्ञेयं ग्रसिष्णु प्रभविष्णु च ॥ १७ ॥,avibhaktaṁ ca bhūteṣu\nvibhaktam iva ca sthitam\nbhūta-bhartṛ ca taj jñeyaṁ\ngrasiṣṇu prabhaviṣṇu ca\n\n,avibhaktam — without division; ca — also; bhūteṣu — in all living beings; vibhaktam — divided; iva — as if; ca — also; sthitam — situated; bhūta-bhartṛ — the maintainer of all living entities; ca — also; tat — that; jñeyam — to be understood; grasiṣṇu — devouring; prabhaviṣṇu — developing; ca — also.,"Although the Supersoul appears to be divided among all beings, He is never divided. He is situated as one. Although He is the maintainer of every living entity, it is to be understood that He devours and develops all."
13.18,ज्योतिषामपि तज्ज्योतिस्तमस: परमुच्यते ।\nज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् ॥ १८ ॥,jyotiṣām api taj jyotis\ntamasaḥ param ucyate\njñānaṁ jñeyaṁ jñāna-gamyaṁ\nhṛdi sarvasya viṣṭhitam\n\n,jyotiṣām — in all luminous objects; api — also; tat — that; jyotiḥ — the source of light; tamasaḥ — the darkness; param — beyond; ucyate — is said; jñānam — knowledge; jñeyam — to be known; jñāna-gamyam — to be approached by knowledge; hṛdi — in the heart; sarvasya — of everyone; viṣṭhitam — situated.,"He is the source of light in all luminous objects. He is beyond the darkness of matter and is unmanifested. He is knowledge, He is the object of knowledge, and He is the goal of knowledge. He is situated in everyone’s heart."
13.19,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासत: ।\nमद्भ‍क्त एतद्विज्ञाय मद्भ‍ावायोपपद्यते ॥ १९ ॥,iti kṣetraṁ tathā jñānaṁ\njñeyaṁ coktaṁ samāsataḥ\nmad-bhakta etad vijñāya\nmad-bhāvāyopapadyate\n\n,iti — thus; kṣetram — the field of activities (the body); tathā — also; jñānam — knowledge; jñeyam — the knowable; ca — also; uktam — described; samāsataḥ — in summary; mat-bhaktaḥ — My devotee; etat — all this; vijñāya — after understanding; mat-bhāvāya — to My nature; upapadyate — attains.,"Thus the field of activities [the body], knowledge and the knowable have been summarily described by Me. Only My devotees can understand this thoroughly and thus attain to My nature."
13.20,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि ।\nविकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान् ॥ २० ॥,prakṛtiṁ puruṣaṁ caiva\nviddhy anādī ubhāv api\nvikārāṁś ca guṇāṁś caiva\nviddhi prakṛti-sambhavān\n\n,prakṛtim — material nature; puruṣam — the living entities; ca — also; eva — certainly; viddhi — you must know; anādī — without beginning; ubhau — both; api — also; vikārān — transformations; ca — also; guṇān — the three modes of nature; ca — also; eva — certainly; viddhi — know; prakṛti — material nature; sambhavān — produced of.,Material nature and the living entities should be understood to be beginningless. Their transformations and the modes of matter are products of material nature.
13.21,कार्यकारणकर्तृत्वे हेतु: प्रकृतिरुच्यते ।\nपुरुष: सुखदु:खानां भोक्तृत्वे हेतुरुच्यते ॥ २१ ॥,kārya-kāraṇa-kartṛtve\nhetuḥ prakṛtir ucyate\npuruṣaḥ sukha-duḥkhānāṁ\nbhoktṛtve hetur ucyate\n\n,kārya — of effect; kāraṇa — and cause; kartṛtve — in the matter of creation; hetuḥ — the instrument; prakṛtiḥ — material nature; ucyate — is said to be; puruṣaḥ — the living entity; sukha — of happiness; duḥkhānām — and distress; bhoktṛtve — in enjoyment; hetuḥ — the instrument; ucyate — is said to be.,"Nature is said to be the cause of all material causes and effects, whereas the living entity is the cause of the various sufferings and enjoyments in this world."
13.22,पुरुष: प्रकृतिस्थो हि भुङ्क्ते प्रकृतिजान्गुणान् ।\nकारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु ॥ २२ ॥,puruṣaḥ prakṛti-stho hi\nbhuṅkte prakṛti-jān guṇān\nkāraṇaṁ guṇa-saṅgo ’sya\nsad-asad-yoni-janmasu\n\n,puruṣaḥ — the living entity; prakṛti-sthaḥ — being situated in the material energy; hi — certainly; bhuṅkte — enjoys; prakṛti-jān — produced by the material nature; guṇān — the modes of nature; kāraṇam — the cause; guṇa-saṅgaḥ — the association with the modes of nature; asya — of the living entity; sat-asat — in good and bad; yoni — species of life; janmasu — in births.,"The living entity in material nature thus follows the ways of life, enjoying the three modes of nature. This is due to his association with that material nature. Thus he meets with good and evil among various species."
13.23,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वर: ।\nपरमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुष: पर: ॥ २३ ॥,upadraṣṭānumantā ca\nbhartā bhoktā maheśvaraḥ\nparamātmeti cāpy ukto\ndehe ’smin puruṣaḥ paraḥ\n\n,upadraṣṭā — overseer; anumantā — permitter; ca — also; bhartā — master; bhoktā — supreme enjoyer; mahā-īśvaraḥ — the Supreme Lord; parama-ātmā — the Supersoul; iti — also; ca — and; api — indeed; uktaḥ — is said; dehe — in the body; asmin — this; puruṣaḥ — enjoyer; paraḥ — transcendental.,"Yet in this body there is another, a transcendental enjoyer, who is the Lord, the supreme proprietor, who exists as the overseer and permitter, and who is known as the Supersoul."
13.24,य एवं वेत्ति पुरुषं प्रकृतिं च गुणै: सह ।\nसर्वथा वर्तमानोऽपि न स भूयोऽभिजायते ॥ २४ ॥,ya evaṁ vetti puruṣaṁ\nprakṛtiṁ ca guṇaiḥ saha\nsarvathā vartamāno ’pi\nna sa bhūyo ’bhijāyate\n\n,yaḥ — anyone who; evam — thus; vetti — understands; puruṣam — the living entity; prakṛtim — material nature; ca — and; guṇaiḥ — the modes of material nature; saha — with; sarvathā — in all ways; vartamānaḥ — being situated; api — in spite of; na — never; saḥ — he; bhūyaḥ — again; abhijāyate — takes his birth.,"One who understands this philosophy concerning material nature, the living entity and the interaction of the modes of nature is sure to attain liberation. He will not take birth here again, regardless of his present position."
13.25,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना ।\nअन्ये सांख्येन योगेन कर्मयोगेन चापरे ॥ २५ ॥,dhyānenātmani paśyanti\nkecid ātmānam ātmanā\nanye sāṅkhyena yogena\nkarma-yogena cāpare\n\n,dhyānena — by meditation; ātmani — within the self; paśyanti — see; kecit — some; ātmānam — the Supersoul; ātmanā — by the mind; anye — others; sāṅkhyena — of philosophical discussion; yogena — by the yoga system; karma-yogena — by activities without fruitive desire; ca — also; apare — others.,"Some perceive the Supersoul within themselves through meditation, others through the cultivation of knowledge, and still others through working without fruitive desires."
13.26,अन्ये त्वेवमजानन्त: श्रुत्वान्येभ्य उपासते ।\nतेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणा: ॥ २६ ॥,anye tv evam ajānantaḥ\nśrutvānyebhya upāsate\nte ’pi cātitaranty eva\nmṛtyuṁ śruti-parāyaṇāḥ\n\n,anye — others; tu — but; evam — thus; ajānantaḥ — without spiritual knowledge; śrutvā — by hearing; anyebhyaḥ — from others; upāsate — begin to worship; te — they; api — also; ca — and; atitaranti — transcend; eva — certainly; mṛtyum — the path of death; śruti-parāyaṇāḥ — inclined to the process of hearing.,"Again there are those who, although not conversant in spiritual knowledge, begin to worship the Supreme Person upon hearing about Him from others. Because of their tendency to hear from authorities, they also transcend the path of birth and death."
